surveyId,landsat_red_2008_1,landsat_red_2008_2,landsat_red_2008_3,landsat_red_2008_4,landsat_red_2009_1,landsat_red_2009_2,landsat_red_2009_3,landsat_red_2009_4,landsat_red_2010_1,landsat_red_2010_2,landsat_red_2010_3,landsat_red_2010_4,landsat_red_2011_1,landsat_red_2011_2,landsat_red_2011_3,landsat_red_2011_4,landsat_red_2012_1,landsat_red_2012_2,landsat_red_2012_3,landsat_red_2012_4,landsat_red_2013_1,landsat_red_2013_2,landsat_red_2013_3,landsat_red_2013_4,landsat_red_2014_1,landsat_red_2014_2,landsat_red_2014_3,landsat_red_2014_4,landsat_red_2015_1,landsat_red_2015_2,landsat_red_2015_3,landsat_red_2015_4,landsat_red_2016_1,landsat_red_2016_2,landsat_red_2016_3,landsat_red_2016_4,landsat_red_2017_1,landsat_red_2017_2,landsat_red_2017_3,landsat_red_2017_4,landsat_green_2008_1,landsat_green_2008_2,landsat_green_2008_3,landsat_green_2008_4,landsat_green_2009_1,landsat_green_2009_2,landsat_green_2009_3,landsat_green_2009_4,landsat_green_2010_1,landsat_green_2010_2,landsat_green_2010_3,landsat_green_2010_4,landsat_green_2011_1,landsat_green_2011_2,landsat_green_2011_3,landsat_green_2011_4,landsat_green_2012_1,landsat_green_2012_2,landsat_green_2012_3,landsat_green_2012_4,landsat_green_2013_1,landsat_green_2013_2,landsat_green_2013_3,landsat_green_2013_4,landsat_green_2014_1,landsat_green_2014_2,landsat_green_2014_3,landsat_green_2014_4,landsat_green_2015_1,landsat_green_2015_2,landsat_green_2015_3,landsat_green_2015_4,landsat_green_2016_1,landsat_green_2016_2,landsat_green_2016_3,landsat_green_2016_4,landsat_green_2017_1,landsat_green_2017_2,landsat_green_2017_3,landsat_green_2017_4,landsat_blue_2008_1,landsat_blue_2008_2,landsat_blue_2008_3,landsat_blue_2008_4,landsat_blue_2009_1,landsat_blue_2009_2,landsat_blue_2009_3,landsat_blue_2009_4,landsat_blue_2010_1,landsat_blue_2010_2,landsat_blue_2010_3,landsat_blue_2010_4,landsat_blue_2011_1,landsat_blue_2011_2,landsat_blue_2011_3,landsat_blue_2011_4,landsat_blue_2012_1,landsat_blue_2012_2,landsat_blue_2012_3,landsat_blue_2012_4,landsat_blue_2013_1,landsat_blue_2013_2,landsat_blue_2013_3,landsat_blue_2013_4,landsat_blue_2014_1,landsat_blue_2014_2,landsat_blue_2014_3,landsat_blue_2014_4,landsat_blue_2015_1,landsat_blue_2015_2,landsat_blue_2015_3,landsat_blue_2015_4,landsat_blue_2016_1,landsat_blue_2016_2,landsat_blue_2016_3,landsat_blue_2016_4,landsat_blue_2017_1,landsat_blue_2017_2,landsat_blue_2017_3,landsat_blue_2017_4,landsat_nir_2008_1,landsat_nir_2008_2,landsat_nir_2008_3,landsat_nir_2008_4,landsat_nir_2009_1,landsat_nir_2009_2,landsat_nir_2009_3,landsat_nir_2009_4,landsat_nir_2010_1,landsat_nir_2010_2,landsat_nir_2010_3,landsat_nir_2010_4,landsat_nir_2011_1,landsat_nir_2011_2,landsat_nir_2011_3,landsat_nir_2011_4,landsat_nir_2012_1,landsat_nir_2012_2,landsat_nir_2012_3,landsat_nir_2012_4,landsat_nir_2013_1,landsat_nir_2013_2,landsat_nir_2013_3,landsat_nir_2013_4,landsat_nir_2014_1,landsat_nir_2014_2,landsat_nir_2014_3,landsat_nir_2014_4,landsat_nir_2015_1,landsat_nir_2015_2,landsat_nir_2015_3,landsat_nir_2015_4,landsat_nir_2016_1,landsat_nir_2016_2,landsat_nir_2016_3,landsat_nir_2016_4,landsat_nir_2017_1,landsat_nir_2017_2,landsat_nir_2017_3,landsat_nir_2017_4
31761,22.0,30.0,28.0,30.0,22.0,31.0,28.0,24.0,22.0,31.0,28.0,19.0,20.0,24.0,29.0,22.0,19.0,31.0,31.0,22.0,19.0,24.0,42.0,22.0,19.0,33.0,29.0,16.0,19.0,33.0,32.0,25.0,20.0,24.0,29.0,27.0,15.0,31.0,29.0,24.0,22.0,28.0,26.0,29.0,22.0,28.0,26.0,23.0,22.0,27.0,25.0,18.0,21.0,24.0,24.0,20.0,20.0,28.0,27.0,20.0,20.0,23.0,36.0,20.0,20.0,28.0,26.0,15.0,20.0,30.0,30.0,22.0,20.0,23.0,28.0,26.0,17.0,29.0,27.0,21.0,11.0,17.0,14.0,16.0,11.0,17.0,15.0,12.0,11.0,18.0,15.0,10.0,13.0,14.0,13.0,10.0,11.0,16.0,15.0,10.0,11.0,13.0,23.0,9.0,15.0,15.0,15.0,7.0,11.0,17.0,20.0,13.0,11.0,13.0,16.0,14.0,8.0,18.0,16.0,12.0,47.0,46.0,33.0,42.0,47.0,40.0,34.0,44.0,47.0,43.0,35.0,42.0,48.0,42.0,30.0,42.0,47.0,40.0,35.0,36.0,43.0,41.0,49.0,36.0,50.0,35.0,34.0,32.0,43.0,37.0,38.0,33.0,32.0,31.0,47.0,47.0,34.0,45.0,46.0,37.0
31765,19.0,18.0,13.0,17.0,19.0,20.0,13.0,14.0,19.0,18.0,13.0,16.0,20.0,15.0,13.0,14.0,20.0,22.0,13.0,19.0,20.0,25.0,14.0,17.0,20.0,15.0,11.0,15.0,20.0,18.0,9.0,13.0,21.0,16.0,12.0,20.0,179.0,18.0,15.0,13.0,18.0,18.0,17.0,18.0,18.0,20.0,17.0,15.0,18.0,19.0,13.0,18.0,19.0,16.0,16.0,16.0,20.0,22.0,17.0,21.0,20.0,22.0,15.0,18.0,20.0,17.0,15.0,17.0,19.0,21.0,13.0,16.0,21.0,17.0,16.0,20.0,157.0,20.0,17.0,16.0,8.0,9.0,7.0,9.0,8.0,10.0,8.0,6.0,8.0,10.0,4.0,8.0,9.0,7.0,7.0,7.0,8.0,11.0,8.0,11.0,10.0,11.0,7.0,8.0,10.0,7.0,6.0,8.0,7.0,11.0,5.0,7.0,10.0,7.0,5.0,10.0,152.0,9.0,6.0,6.0,79.0,84.0,83.0,93.0,79.0,85.0,97.0,92.0,79.0,94.0,71.0,87.0,85.0,92.0,87.0,87.0,92.0,97.0,88.0,97.0,93.0,91.0,72.0,87.0,91.0,98.0,77.0,91.0,93.0,102.0,87.0,92.0,99.0,88.0,98.0,70.0,210.0,83.0,85.0,100.0
31781,35.0,13.0,6.0,12.0,41.0,10.0,6.0,6.0,44.0,20.0,6.0,13.0,35.0,10.0,8.0,11.0,47.0,10.0,5.0,11.0,44.0,13.0,5.0,11.0,40.0,11.0,7.0,8.0,15.0,11.0,6.0,8.0,44.0,12.0,4.0,5.0,37.0,9.0,5.0,8.0,39.0,12.0,9.0,9.0,42.0,13.0,9.0,10.0,42.0,19.0,9.0,11.0,39.0,11.0,10.0,10.0,44.0,13.0,8.0,10.0,42.0,11.0,10.0,10.0,40.0,12.0,12.0,10.0,16.0,11.0,11.0,10.0,42.0,12.0,9.0,9.0,36.0,12.0,9.0,9.0,27.0,4.0,3.0,1.0,32.0,3.0,2.0,1.0,32.0,10.0,2.0,4.0,27.0,2.0,3.0,1.0,36.0,3.0,2.0,2.0,32.0,5.0,2.0,1.0,30.0,4.0,5.0,1.0,10.0,4.0,2.0,2.0,32.0,4.0,1.0,1.0,24.0,4.0,2.0,2.0,89.0,60.0,80.0,66.0,92.0,61.0,76.0,81.0,89.0,61.0,83.0,64.0,89.0,45.0,80.0,70.0,96.0,78.0,83.0,67.0,89.0,81.0,81.0,70.0,89.0,51.0,100.0,80.0,47.0,68.0,82.0,78.0,89.0,66.0,91.0,82.0,80.0,64.0,89.0,77.0
31827,31.0,26.0,18.0,19.0,31.0,26.0,22.0,19.0,31.0,27.0,23.0,21.0,31.0,24.0,16.0,19.0,28.0,21.0,14.0,19.0,26.0,21.0,16.0,18.0,26.0,23.0,17.0,18.0,26.0,21.0,15.0,18.0,26.0,22.0,18.0,15.0,26.0,19.0,12.0,18.0,25.0,23.0,19.0,20.0,25.0,24.0,22.0,19.0,25.0,23.0,23.0,19.0,25.0,20.0,17.0,19.0,24.0,19.0,17.0,19.0,22.0,20.0,17.0,18.0,22.0,20.0,17.0,18.0,22.0,20.0,17.0,18.0,22.0,21.0,19.0,15.0,22.0,19.0,15.0,18.0,16.0,14.0,9.0,12.0,16.0,14.0,12.0,10.0,16.0,13.0,15.0,12.0,16.0,11.0,8.0,11.0,14.0,11.0,9.0,10.0,13.0,10.0,9.0,8.0,13.0,11.0,9.0,8.0,13.0,11.0,9.0,8.0,13.0,12.0,9.0,8.0,13.0,10.0,6.0,8.0,77.0,71.0,70.0,75.0,77.0,74.0,77.0,80.0,77.0,71.0,76.0,89.0,77.0,63.0,82.0,78.0,77.0,69.0,82.0,80.0,77.0,75.0,82.0,73.0,77.0,73.0,77.0,73.0,77.0,77.0,94.0,73.0,77.0,73.0,91.0,55.0,77.0,64.0,91.0,74.0
31833,21.0,13.0,13.0,16.0,21.0,16.0,14.0,19.0,21.0,16.0,13.0,18.0,21.0,15.0,17.0,16.0,23.0,14.0,18.0,16.0,21.0,15.0,14.0,18.0,21.0,12.0,13.0,18.0,15.0,14.0,14.0,16.0,22.0,14.0,18.0,14.0,22.0,13.0,17.0,17.0,19.0,16.0,17.0,19.0,18.0,16.0,18.0,18.0,18.0,18.0,17.0,19.0,18.0,18.0,20.0,18.0,19.0,17.0,20.0,17.0,18.0,17.0,18.0,18.0,19.0,15.0,17.0,18.0,15.0,15.0,18.0,17.0,18.0,15.0,17.0,16.0,18.0,16.0,18.0,18.0,10.0,7.0,7.0,11.0,10.0,9.0,8.0,7.0,10.0,9.0,7.0,10.0,9.0,8.0,9.0,9.0,11.0,7.0,10.0,8.0,10.0,7.0,7.0,9.0,10.0,6.0,7.0,9.0,8.0,7.0,8.0,8.0,11.0,7.0,7.0,7.0,10.0,7.0,8.0,8.0,63.0,68.0,81.0,82.0,64.0,69.0,81.0,74.0,61.0,74.0,87.0,80.0,65.0,68.0,80.0,79.0,71.0,81.0,79.0,84.0,60.0,80.0,84.0,73.0,59.0,81.0,82.0,74.0,43.0,76.0,89.0,77.0,60.0,74.0,87.0,84.0,62.0,88.0,86.0,74.0
31876,12.0,12.0,12.0,9.0,8.0,13.0,9.0,10.0,13.0,11.0,14.0,9.0,15.0,11.0,7.0,10.0,10.0,12.0,8.0,10.0,13.0,11.0,4.0,11.0,15.0,12.0,7.0,10.0,6.0,14.0,6.0,8.0,13.0,12.0,5.0,17.0,14.0,13.0,7.0,9.0,13.0,14.0,15.0,11.0,12.0,16.0,12.0,12.0,13.0,13.0,16.0,12.0,15.0,15.0,11.0,12.0,12.0,15.0,12.0,12.0,13.0,15.0,10.0,13.0,15.0,15.0,10.0,12.0,10.0,17.0,12.0,10.0,13.0,15.0,9.0,18.0,15.0,15.0,11.0,10.0,6.0,6.0,7.0,7.0,4.0,7.0,5.0,5.0,6.0,6.0,6.0,5.0,6.0,6.0,5.0,5.0,4.0,6.0,4.0,5.0,6.0,5.0,3.0,6.0,6.0,6.0,4.0,5.0,3.0,7.0,5.0,4.0,6.0,6.0,3.0,11.0,11.0,6.0,4.0,5.0,61.0,67.0,85.0,45.0,60.0,79.0,73.0,66.0,58.0,81.0,79.0,49.0,61.0,77.0,83.0,65.0,52.0,72.0,81.0,62.0,54.0,78.0,83.0,54.0,61.0,93.0,76.0,60.0,42.0,78.0,98.0,66.0,54.0,86.0,69.0,60.0,41.0,82.0,76.0,39.0
31883,72.0,24.0,13.0,17.0,22.0,18.0,13.0,18.0,47.0,20.0,10.0,19.0,22.0,22.0,12.0,17.0,22.0,23.0,11.0,17.0,22.0,21.0,12.0,16.0,22.0,23.0,13.0,15.0,22.0,26.0,13.0,17.0,20.0,20.0,15.0,15.0,20.0,18.0,15.0,16.0,73.0,20.0,15.0,14.0,18.0,17.0,14.0,17.0,18.0,17.0,13.0,17.0,17.0,20.0,14.0,13.0,17.0,19.0,12.0,14.0,17.0,20.0,14.0,15.0,17.0,20.0,15.0,14.0,17.0,21.0,14.0,14.0,16.0,18.0,16.0,16.0,16.0,18.0,15.0,15.0,55.0,10.0,6.0,6.0,9.0,7.0,6.0,7.0,8.0,9.0,5.0,7.0,8.0,9.0,6.0,6.0,8.0,10.0,5.0,6.0,8.0,10.0,6.0,6.0,8.0,12.0,6.0,6.0,8.0,10.0,5.0,6.0,8.0,8.0,9.0,8.0,8.0,10.0,8.0,6.0,109.0,59.0,74.0,60.0,70.0,61.0,73.0,60.0,69.0,68.0,73.0,61.0,69.0,62.0,73.0,58.0,69.0,63.0,73.0,60.0,69.0,69.0,70.0,59.0,69.0,64.0,72.0,65.0,69.0,69.0,72.0,58.0,62.0,70.0,76.0,71.0,62.0,66.0,83.0,57.0
31884,16.0,10.0,12.0,14.0,16.0,15.0,13.0,15.0,14.0,10.0,14.0,14.0,16.0,14.0,10.0,10.0,16.0,11.0,10.0,16.0,13.0,12.0,11.0,11.0,16.0,13.0,10.0,13.0,13.0,18.0,13.0,11.0,10.0,11.0,13.0,14.0,16.0,20.0,10.0,13.0,16.0,14.0,16.0,16.0,16.0,17.0,16.0,18.0,16.0,14.0,15.0,17.0,16.0,15.0,14.0,12.0,16.0,15.0,15.0,17.0,14.0,15.0,15.0,13.0,16.0,16.0,15.0,17.0,14.0,18.0,16.0,15.0,11.0,15.0,16.0,16.0,16.0,19.0,15.0,15.0,7.0,5.0,6.0,7.0,7.0,7.0,6.0,7.0,6.0,4.0,8.0,7.0,8.0,6.0,6.0,5.0,8.0,6.0,5.0,5.0,6.0,6.0,6.0,5.0,8.0,6.0,5.0,7.0,6.0,9.0,7.0,6.0,4.0,7.0,7.0,6.0,8.0,10.0,5.0,6.0,83.0,88.0,101.0,80.0,83.0,87.0,85.0,93.0,74.0,96.0,102.0,84.0,74.0,93.0,98.0,56.0,74.0,82.0,99.0,91.0,68.0,67.0,108.0,63.0,74.0,87.0,110.0,96.0,68.0,85.0,78.0,78.0,62.0,98.0,103.0,80.0,74.0,73.0,95.0,82.0
31927,10.0,13.0,11.0,13.0,10.0,13.0,11.0,11.0,10.0,14.0,13.0,13.0,11.0,12.0,12.0,12.0,11.0,13.0,14.0,11.0,10.0,8.0,12.0,12.0,11.0,13.0,12.0,14.0,10.0,12.0,9.0,9.0,9.0,12.0,10.0,13.0,12.0,13.0,12.0,13.0,12.0,13.0,12.0,13.0,12.0,14.0,12.0,12.0,12.0,13.0,12.0,14.0,12.0,12.0,12.0,13.0,12.0,12.0,14.0,10.0,12.0,10.0,13.0,13.0,12.0,13.0,13.0,13.0,12.0,13.0,12.0,10.0,11.0,12.0,12.0,13.0,12.0,14.0,13.0,14.0,6.0,5.0,5.0,5.0,5.0,6.0,5.0,7.0,4.0,5.0,5.0,7.0,6.0,5.0,6.0,7.0,6.0,5.0,6.0,4.0,5.0,3.0,7.0,7.0,6.0,6.0,7.0,7.0,5.0,5.0,6.0,4.0,4.0,5.0,5.0,7.0,6.0,7.0,6.0,6.0,68.0,59.0,68.0,63.0,65.0,51.0,60.0,65.0,65.0,51.0,55.0,66.0,60.0,55.0,61.0,62.0,60.0,59.0,85.0,62.0,64.0,63.0,61.0,62.0,60.0,57.0,61.0,59.0,64.0,58.0,71.0,46.0,67.0,55.0,67.0,60.0,61.0,63.0,49.0,60.0
31941,15.0,16.0,11.0,14.0,15.0,13.0,16.0,15.0,15.0,16.0,13.0,12.0,15.0,15.0,12.0,13.0,16.0,10.0,14.0,11.0,16.0,14.0,14.0,15.0,16.0,13.0,20.0,14.0,18.0,14.0,11.0,15.0,16.0,16.0,11.0,16.0,17.0,13.0,11.0,16.0,17.0,18.0,15.0,16.0,17.0,16.0,19.0,17.0,17.0,16.0,15.0,16.0,17.0,17.0,16.0,16.0,17.0,16.0,16.0,14.0,17.0,17.0,15.0,16.0,17.0,17.0,19.0,17.0,17.0,15.0,14.0,15.0,17.0,18.0,13.0,18.0,17.0,16.0,16.0,18.0,8.0,7.0,5.0,6.0,8.0,6.0,10.0,8.0,8.0,7.0,5.0,5.0,8.0,6.0,5.0,5.0,8.0,5.0,6.0,7.0,8.0,7.0,6.0,6.0,7.0,6.0,8.0,6.0,9.0,5.0,5.0,7.0,7.0,7.0,5.0,8.0,7.0,5.0,6.0,7.0,91.0,82.0,92.0,84.0,91.0,85.0,92.0,83.0,91.0,75.0,76.0,86.0,91.0,87.0,87.0,90.0,81.0,100.0,86.0,63.0,80.0,81.0,76.0,73.0,81.0,97.0,90.0,85.0,80.0,82.0,86.0,73.0,80.0,87.0,94.0,89.0,79.0,105.0,81.0,98.0
31997,18.0,17.0,17.0,15.0,21.0,15.0,17.0,17.0,20.0,18.0,15.0,16.0,18.0,19.0,14.0,15.0,17.0,22.0,14.0,16.0,16.0,18.0,21.0,17.0,17.0,15.0,16.0,17.0,16.0,16.0,14.0,15.0,16.0,17.0,10.0,16.0,14.0,16.0,20.0,14.0,18.0,18.0,18.0,16.0,19.0,17.0,17.0,17.0,18.0,18.0,16.0,16.0,18.0,19.0,16.0,17.0,17.0,20.0,14.0,17.0,17.0,17.0,21.0,17.0,17.0,18.0,18.0,17.0,17.0,17.0,16.0,15.0,17.0,19.0,15.0,16.0,16.0,17.0,20.0,16.0,8.0,8.0,9.0,9.0,10.0,8.0,7.0,9.0,9.0,8.0,7.0,7.0,8.0,9.0,7.0,8.0,8.0,10.0,7.0,8.0,8.0,8.0,10.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,9.0,8.0,7.0,8.0,8.0,7.0,10.0,7.0,62.0,72.0,75.0,50.0,62.0,82.0,72.0,71.0,64.0,75.0,72.0,73.0,68.0,70.0,76.0,72.0,74.0,69.0,72.0,72.0,70.0,76.0,80.0,75.0,74.0,85.0,78.0,79.0,65.0,74.0,76.0,51.0,65.0,80.0,81.0,67.0,64.0,81.0,82.0,76.0
32022,38.0,13.0,8.0,10.0,38.0,12.0,11.0,9.0,38.0,14.0,11.0,9.0,24.0,13.0,10.0,8.0,38.0,12.0,9.0,9.0,11.0,11.0,10.0,11.0,11.0,11.0,8.0,10.0,5.0,14.0,7.0,5.0,14.0,12.0,9.0,5.0,18.0,10.0,6.0,6.0,45.0,13.0,9.0,12.0,45.0,13.0,13.0,10.0,45.0,13.0,13.0,11.0,28.0,14.0,12.0,10.0,45.0,13.0,11.0,11.0,12.0,12.0,12.0,12.0,12.0,14.0,12.0,11.0,7.0,13.0,10.0,8.0,16.0,12.0,11.0,9.0,19.0,12.0,8.0,9.0,42.0,5.0,3.0,6.0,42.0,5.0,5.0,4.0,42.0,6.0,5.0,5.0,22.0,4.0,5.0,4.0,42.0,6.0,4.0,4.0,3.0,5.0,4.0,6.0,3.0,6.0,4.0,5.0,3.0,6.0,4.0,1.0,10.0,6.0,4.0,1.0,17.0,5.0,2.0,2.0,84.0,56.0,55.0,56.0,84.0,55.0,65.0,65.0,84.0,60.0,64.0,53.0,70.0,51.0,60.0,52.0,84.0,56.0,60.0,54.0,57.0,61.0,65.0,59.0,57.0,57.0,62.0,52.0,37.0,51.0,64.0,57.0,62.0,46.0,58.0,51.0,66.0,51.0,58.0,52.0
32094,27.0,21.0,16.0,16.0,27.0,21.0,17.0,15.0,23.0,18.0,27.0,16.0,22.0,21.0,12.0,11.0,22.0,21.0,13.0,14.0,20.0,23.0,15.0,17.0,22.0,22.0,15.0,13.0,22.0,16.0,14.0,13.0,19.0,19.0,12.0,14.0,166.0,19.0,15.0,14.0,22.0,19.0,16.0,16.0,22.0,19.0,17.0,15.0,20.0,17.0,21.0,17.0,20.0,19.0,15.0,15.0,20.0,20.0,16.0,15.0,19.0,22.0,16.0,17.0,20.0,20.0,17.0,15.0,20.0,17.0,16.0,15.0,18.0,18.0,14.0,14.0,147.0,19.0,16.0,15.0,12.0,9.0,8.0,7.0,12.0,9.0,6.0,7.0,10.0,8.0,11.0,6.0,11.0,10.0,7.0,6.0,11.0,10.0,6.0,6.0,10.0,10.0,6.0,8.0,11.0,10.0,8.0,6.0,11.0,8.0,6.0,6.0,8.0,8.0,5.0,7.0,145.0,9.0,6.0,6.0,71.0,65.0,73.0,80.0,71.0,68.0,73.0,80.0,76.0,70.0,66.0,79.0,81.0,72.0,74.0,103.0,81.0,75.0,81.0,79.0,85.0,86.0,74.0,79.0,81.0,70.0,74.0,78.0,89.0,81.0,80.0,76.0,89.0,82.0,84.0,65.0,197.0,77.0,84.0,77.0
32109,13.0,18.0,17.0,8.0,13.0,16.0,12.0,9.0,13.0,14.0,13.0,8.0,13.0,15.0,13.0,8.0,13.0,16.0,13.0,8.0,13.0,21.0,12.0,11.0,13.0,17.0,11.0,9.0,13.0,21.0,9.0,7.0,13.0,17.0,12.0,9.0,13.0,19.0,12.0,8.0,12.0,17.0,17.0,10.0,12.0,15.0,13.0,11.0,12.0,15.0,14.0,9.0,12.0,14.0,13.0,11.0,12.0,15.0,16.0,9.0,12.0,18.0,14.0,12.0,12.0,17.0,14.0,9.0,12.0,18.0,13.0,10.0,12.0,16.0,14.0,12.0,12.0,18.0,15.0,9.0,6.0,7.0,8.0,4.0,6.0,8.0,6.0,4.0,6.0,6.0,5.0,4.0,6.0,5.0,5.0,4.0,6.0,7.0,9.0,3.0,6.0,8.0,5.0,4.0,6.0,7.0,5.0,3.0,6.0,9.0,4.0,5.0,6.0,7.0,6.0,4.0,6.0,8.0,5.0,4.0,59.0,57.0,66.0,40.0,59.0,57.0,62.0,50.0,59.0,61.0,70.0,40.0,59.0,66.0,79.0,51.0,59.0,64.0,84.0,49.0,59.0,76.0,81.0,36.0,59.0,73.0,78.0,29.0,59.0,67.0,79.0,44.0,59.0,67.0,74.0,26.0,59.0,74.0,81.0,29.0
32114,10.0,10.0,6.0,11.0,8.0,9.0,9.0,11.0,8.0,10.0,5.0,6.0,5.0,8.0,10.0,11.0,9.0,8.0,4.0,9.0,9.0,8.0,4.0,9.0,9.0,9.0,5.0,9.0,13.0,9.0,6.0,5.0,12.0,9.0,7.0,8.0,32.0,9.0,6.0,10.0,10.0,12.0,10.0,12.0,9.0,11.0,11.0,12.0,9.0,10.0,8.0,9.0,8.0,11.0,11.0,13.0,10.0,11.0,8.0,10.0,10.0,10.0,9.0,10.0,10.0,12.0,9.0,11.0,13.0,13.0,9.0,9.0,12.0,13.0,10.0,11.0,32.0,12.0,10.0,12.0,4.0,5.0,4.0,5.0,2.0,5.0,5.0,6.0,2.0,3.0,3.0,3.0,1.0,3.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,6.0,3.0,4.0,7.0,4.0,4.0,3.0,6.0,4.0,3.0,4.0,29.0,5.0,3.0,4.0,59.0,80.0,102.0,72.0,58.0,86.0,80.0,74.0,58.0,72.0,74.0,73.0,56.0,75.0,86.0,65.0,56.0,80.0,87.0,74.0,56.0,94.0,91.0,79.0,55.0,104.0,99.0,72.0,61.0,84.0,82.0,90.0,58.0,92.0,94.0,72.0,81.0,93.0,92.0,67.0
32144,18.0,10.0,11.0,15.0,18.0,12.0,13.0,14.0,17.0,13.0,11.0,17.0,18.0,14.0,12.0,18.0,18.0,17.0,13.0,16.0,15.0,20.0,12.0,16.0,23.0,14.0,14.0,15.0,15.0,17.0,11.0,15.0,14.0,17.0,16.0,13.0,23.0,12.0,14.0,18.0,17.0,14.0,15.0,16.0,16.0,15.0,15.0,14.0,16.0,16.0,15.0,17.0,16.0,16.0,15.0,17.0,16.0,19.0,15.0,17.0,16.0,19.0,15.0,17.0,19.0,17.0,16.0,16.0,17.0,17.0,15.0,16.0,14.0,16.0,18.0,15.0,19.0,15.0,16.0,16.0,8.0,6.0,7.0,7.0,7.0,6.0,7.0,7.0,8.0,7.0,6.0,8.0,8.0,7.0,7.0,10.0,8.0,8.0,6.0,8.0,8.0,9.0,7.0,8.0,10.0,8.0,8.0,7.0,8.0,8.0,7.0,8.0,7.0,8.0,8.0,8.0,9.0,5.0,8.0,8.0,63.0,95.0,94.0,65.0,60.0,85.0,85.0,77.0,60.0,82.0,90.0,73.0,60.0,74.0,90.0,80.0,60.0,83.0,83.0,79.0,58.0,73.0,97.0,87.0,65.0,94.0,90.0,79.0,64.0,81.0,105.0,79.0,53.0,76.0,96.0,60.0,71.0,98.0,93.0,65.0
32149,16.0,13.0,15.0,14.0,16.0,12.0,13.0,14.0,16.0,12.0,12.0,13.0,17.0,12.0,12.0,16.0,15.0,12.0,13.0,14.0,14.0,11.0,13.0,13.0,14.0,11.0,14.0,14.0,15.0,12.0,13.0,13.0,14.0,10.0,13.0,14.0,19.0,13.0,12.0,14.0,18.0,16.0,18.0,18.0,18.0,17.0,16.0,18.0,18.0,15.0,17.0,16.0,18.0,16.0,17.0,18.0,15.0,16.0,17.0,18.0,15.0,15.0,17.0,17.0,15.0,17.0,18.0,17.0,15.0,16.0,18.0,18.0,15.0,16.0,18.0,18.0,19.0,16.0,18.0,18.0,8.0,8.0,7.0,8.0,8.0,7.0,6.0,8.0,8.0,7.0,7.0,7.0,8.0,7.0,6.0,10.0,7.0,7.0,6.0,8.0,7.0,6.0,7.0,7.0,7.0,7.0,8.0,8.0,7.0,7.0,6.0,6.0,7.0,6.0,7.0,8.0,11.0,7.0,7.0,8.0,62.0,94.0,95.0,85.0,62.0,91.0,82.0,90.0,62.0,96.0,92.0,85.0,66.0,92.0,90.0,72.0,62.0,93.0,87.0,86.0,59.0,83.0,82.0,79.0,62.0,100.0,84.0,87.0,56.0,80.0,95.0,90.0,53.0,106.0,99.0,88.0,67.0,86.0,104.0,85.0
32216,6.0,8.0,9.0,10.0,9.0,9.0,10.0,9.0,9.0,8.0,9.0,10.0,9.0,9.0,12.0,10.0,9.0,8.0,7.0,10.0,9.0,8.0,8.0,10.0,8.0,10.0,8.0,10.0,9.0,7.0,10.0,8.0,9.0,10.0,8.0,8.0,9.0,6.0,10.0,12.0,10.0,10.0,11.0,12.0,12.0,10.0,13.0,11.0,12.0,10.0,11.0,12.0,12.0,12.0,13.0,12.0,11.0,12.0,10.0,12.0,11.0,11.0,11.0,12.0,11.0,13.0,10.0,11.0,11.0,10.0,12.0,11.0,11.0,13.0,10.0,12.0,12.0,10.0,13.0,13.0,4.0,4.0,6.0,6.0,5.0,5.0,6.0,5.0,5.0,4.0,5.0,6.0,5.0,6.0,8.0,6.0,6.0,7.0,4.0,6.0,6.0,5.0,6.0,7.0,7.0,7.0,4.0,5.0,6.0,3.0,7.0,5.0,5.0,6.0,5.0,6.0,5.0,4.0,7.0,6.0,59.0,56.0,53.0,57.0,59.0,53.0,56.0,57.0,59.0,56.0,55.0,48.0,59.0,55.0,55.0,56.0,57.0,58.0,56.0,56.0,57.0,56.0,59.0,56.0,54.0,58.0,57.0,55.0,57.0,51.0,59.0,57.0,57.0,55.0,60.0,62.0,58.0,65.0,67.0,58.0
